date,David Bellemere,Greg Kadel,Karl Templer,Patrick Demarchelier,Seth Sabal,Nicholas Kettle,Paul Haggis,Terdema Ussery,T.J. Miller,Eric Weinberger,Michael Feinberg,Philip Berk,David Sawyer,John Moore,Jorge Domínguez,Jorge I. Domínguez,Blake Farenthold,Duane Hall,Johnny Iuzzini,Tony Tooke
2019-07-21,0.01,0.0011200000000000001,0.0044800000000000005,0.02,0.0012431999999999999,0.0,0.014285714285714285,0.0,0.03,0.0,0.0044800000000000005,0.015151515151515152,0.012320000000000001,0.46938775510204084,0.0044800000000000005,0.0,0.0,0.00336,0.0,0.0
2019-07-28,0.01,0.0011200000000000001,0.0044800000000000005,0.01,0.0,0.0,0.014285714285714285,0.0,0.02,0.0,0.0,0.015151515151515152,0.01456,0.3673469387755102,0.01456,0.0,0.0,0.00336,0.0,0.0
2019-08-04,0.02,0.01344,0.0,0.01,0.0,0.0,0.014285714285714285,0.0,0.02,0.0,0.00336,0.015151515151515152,0.01344,0.3469387755102041,0.008960000000000001,0.0,0.0,0.0044800000000000005,0.0,0.0011200000000000001
2019-08-11,0.01,0.0011200000000000001,0.00336,0.02,0.0,0.0,0.04285714285714286,0.0,0.04,0.0,0.00336,0.015151515151515152,0.01344,0.32653061224489793,0.01008,0.0012431999999999999,0.0,0.00672,0.0,0.0011200000000000001
2019-08-18,0.01,0.0,0.0044800000000000005,0.01,0.0,0.0,0.02857142857142857,0.0,0.03,0.0,0.0044800000000000005,0.015151515151515152,0.0168,0.32653061224489793,0.005600000000000001,0.0,0.0,0.00336,0.0,0.0
2019-08-25,0.01,0.0011200000000000001,0.0,0.02,0.0,0.0,0.02857142857142857,0.0,0.02,0.0,0.0011200000000000001,0.015151515151515152,0.02128,0.30612244897959184,0.005600000000000001,0.0,0.0,0.01008,0.0,0.0
2019-09-01,0.01,0.0011200000000000001,0.0,0.02,0.0,0.0,0.014285714285714285,0.0,0.02,0.0,0.0044800000000000005,0.015151515151515152,0.015680000000000003,0.3469387755102041,0.00672,0.0,0.0,0.0022400000000000002,0.0,0.0
2019-09-08,0.0,0.00672,0.0022400000000000002,0.02,0.0,0.0,0.014285714285714285,0.0,0.02,0.0,0.00672,0.015151515151515152,0.0168,0.3673469387755102,0.01344,0.0,0.0,0.0044800000000000005,0.0,0.0011200000000000001
2019-09-15,0.02,0.0,0.007840000000000001,0.02,0.0,0.0,0.014285714285714285,0.0,0.01,0.0,0.005600000000000001,0.015151515151515152,0.024640000000000002,0.3673469387755102,0.007840000000000001,0.0,0.0,0.00672,0.0,0.0
2019-09-22,0.01,0.0022400000000000002,0.0022400000000000002,0.02,0.0,0.0,0.014285714285714285,0.0,0.02,0.0,0.011200000000000002,0.015151515151515152,0.0168,0.40816326530612246,0.007840000000000001,0.0,0.0,0.0022400000000000002,0.0,0.0011200000000000001
2019-09-29,0.01,0.0011200000000000001,0.0022400000000000002,0.02,0.0,0.0,0.014285714285714285,0.0,0.02,0.0,0.0022400000000000002,0.015151515151515152,0.011200000000000002,0.3469387755102041,0.007840000000000001,0.0,0.0,0.005600000000000001,0.01,0.0
