date,David Bellemere,Greg Kadel,Karl Templer,Patrick Demarchelier,Seth Sabal,Nicholas Kettle,Paul Haggis,Terdema Ussery,T.J. Miller,Eric Weinberger,Michael Feinberg,Philip Berk,David Sawyer,John Moore,Jorge Domínguez,Jorge I. Domínguez,Blake Farenthold,Duane Hall,Johnny Iuzzini,Tony Tooke,Sherman Alexie,Angel Arce,Richard Meier,Michael Ferro,Mike Isabella,Robert Reece,Bill Hybels,Nicholas Nixon,William D. Strampel,Keith Raniere,John Kricfalusi,Benjamin Sparks,Benton Strong,Glenn Thrush,Justin Parish,Charlie Rose,Al Franken,Clay Johnson,Junot Díaz
2018-07-22,0.01,0.0,0.0011200000000000001,0.02,0.0,0.0,0.05714285714285714,0.0,0.04,0.0,0.005600000000000001,0.015151515151515152,0.02016,0.3469387755102041,0.007840000000000001,0.0,0.01,0.0044800000000000005,0.01,0.0,0.06,0.06,0.04,0.04,0.04,0.007840000000000001,0.1282051282051282,0.007840000000000001,0.0,0.48,0.03,0.0,0.0,0.03571428571428571,0.0044800000000000005,0.0,0.0,0.04,0.0
2018-07-29,0.01,0.0011200000000000001,0.0,0.02,0.0,0.0,0.04285714285714286,0.0,0.05,0.01,0.0011200000000000001,0.015151515151515152,0.017920000000000002,0.32653061224489793,0.008960000000000001,0.0,0.0,0.007840000000000001,0.0,0.0,0.06,0.01,0.04,0.02,0.04,0.005600000000000001,0.1282051282051282,0.0011200000000000001,0.0,0.16,0.01,0.0,0.0,0.017857142857142856,0.0011200000000000001,0.0,0.0,0.03,0.0
2018-08-05,0.01,0.00336,0.0011200000000000001,0.01,0.0,0.0,0.04285714285714286,0.0,0.04,0.0,0.0011200000000000001,0.015151515151515152,0.028,0.3673469387755102,0.01456,0.0,0.0,0.0011200000000000001,0.01,0.0,0.07,0.01,0.05,0.01,0.03,0.008960000000000001,2.5641025641025643,0.00336,0.0,0.48,0.02,0.01,0.0,0.017857142857142856,0.0044800000000000005,0.0,0.0,0.04,0.0
2018-08-12,0.02,0.0044800000000000005,0.00336,0.02,0.0,0.0,0.04285714285714286,0.0,0.04,0.0,0.0011200000000000001,0.015151515151515152,0.01008,0.3673469387755102,0.00336,0.0,0.0,0.0,0.0,0.0011200000000000001,0.07,0.01,0.06,0.01,0.04,0.005600000000000001,0.9230769230769231,0.0044800000000000005,0.0,0.16,0.02,0.01,0.0011200000000000001,0.03571428571428571,0.005600000000000001,0.0,0.0,0.02,0.0
2018-08-19,0.0,0.00336,0.00336,0.01,0.0,0.0,0.02857142857142857,0.0,0.04,0.0,0.007840000000000001,0.030303030303030304,0.01904,0.3469387755102041,0.008960000000000001,0.0,0.02,0.0044800000000000005,0.0,0.0011200000000000001,0.11,0.02,0.04,0.01,0.04,0.0044800000000000005,0.5128205128205128,0.0011200000000000001,0.0,0.08,0.01,0.0,0.0011200000000000001,0.0,0.008960000000000001,0.0,0.0,0.03,0.0
2018-08-26,0.01,0.00336,0.0,0.02,0.0,0.0,0.05714285714285714,0.0,0.05,0.0,0.007840000000000001,0.015151515151515152,0.022400000000000003,0.4489795918367347,0.00672,0.0,0.0,0.01008,0.0,0.0,0.14,0.01,0.05,0.01,0.04,0.00672,0.358974358974359,0.0044800000000000005,0.0,0.04,0.02,0.0,0.0,0.017857142857142856,0.00336,0.0,0.0,0.04,0.0
2018-09-02,0.01,0.0011200000000000001,0.005600000000000001,0.01,0.0012431999999999999,0.0,0.02857142857142857,0.0,0.03,0.0,0.00336,0.015151515151515152,0.017920000000000002,0.3469387755102041,0.008960000000000001,0.0012431999999999999,0.01,0.00336,0.01,0.0011200000000000001,0.14,0.01,0.05,0.01,0.06,0.008960000000000001,0.2564102564102564,0.01008,0.0,0.08,0.02,0.0,0.0,0.017857142857142856,0.00336,0.0,0.0,0.03,0.0
2018-09-09,0.0,0.00336,0.0,0.03,0.0,0.0,0.02857142857142857,0.0,0.04,0.0,0.0011200000000000001,0.030303030303030304,0.02352,0.3673469387755102,0.008960000000000001,0.0,0.0,0.0044800000000000005,0.0,0.0,0.2,0.01,0.05,0.01,0.08,0.00672,0.20512820512820512,0.00672,0.0,0.16,0.01,0.0,0.00336,0.017857142857142856,0.00336,0.0,0.0,0.03,0.0
2018-09-16,0.01,0.0011200000000000001,0.008960000000000001,0.01,0.0,0.0,0.02857142857142857,0.32926829268292684,0.02,0.0,0.00336,0.030303030303030304,0.01344,0.32653061224489793,0.0044800000000000005,0.0,0.01,0.005600000000000001,0.0,0.0,0.2,0.01,0.07,0.01,0.04,0.005600000000000001,0.20512820512820512,0.008960000000000001,0.0,0.16,0.01,0.0,0.0,0.017857142857142856,0.0044800000000000005,0.0,0.0,0.03,0.0
2018-09-23,0.02,0.0044800000000000005,0.0044800000000000005,0.02,0.0,0.0,0.02857142857142857,0.024390243902439025,0.02,0.0,0.00336,0.015151515151515152,0.011200000000000002,0.3469387755102041,0.01456,0.0,0.01,0.0044800000000000005,0.0,0.0,0.19,0.01,0.06,0.0,0.03,0.00672,0.20512820512820512,0.01456,0.0,0.28,0.01,0.0,0.00336,0.017857142857142856,0.008960000000000001,0.0,0.0,0.03,0.0
